player_positions,overall,potential,age,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
CM,55,71,19,58,42,52,55,48,61,8,7,10,8,11,
"CM, LM",55,69,20,73,34,53,54,39,50,7,5,5,7,12,
"CAM, CM",55,75,18,78,45,51,57,32,44,7,14,11,7,8,
"RB, CM",55,69,19,78,32,48,53,48,49,5,15,14,15,6,
CM,55,65,20,46,47,55,56,53,61,9,15,10,10,11,
GK,55,71,20,,,,,,,56,58,55,53,60,23
GK,55,67,20,,,,,,,58,57,59,43,56,25
GK,55,72,19,,,,,,,58,55,61,51,59,58
"CB, LB",55,69,19,67,23,34,39,55,62,8,14,13,8,7,
"CB, CDM",55,68,21,62,26,33,36,57,58,8,12,9,15,15,
CM,55,69,19,58,46,52,58,52,57,15,11,7,12,14,
GK,55,63,20,,,,,,,59,53,60,47,58,19
"RM, LM",55,55,28,65,42,54,57,36,43,7,9,11,12,14,
LB,55,68,20,59,40,45,50,54,55,7,7,6,14,7,
ST,55,69,19,53,55,45,57,23,49,13,6,7,6,8,
GK,55,64,21,,,,,,,58,56,55,52,57,40
GK,55,65,20,,,,,,,55,51,55,52,57,27
ST,55,68,21,77,53,36,52,19,55,6,15,8,14,7,
"CDM, RM",55,67,21,66,48,53,57,50,56,14,13,10,13,13,
GK,55,69,19,,,,,,,61,53,56,49,57,20
CB,55,70,20,64,27,38,39,53,66,12,14,11,6,5,
LM,55,64,19,66,48,49,60,26,51,12,12,8,14,12,
LM,55,69,20,78,42,48,58,20,34,10,9,9,14,10,
"CM, CDM",55,75,19,66,38,53,55,45,51,14,8,5,14,11,
GK,55,68,20,,,,,,,53,55,54,53,57,31
ST,55,68,20,68,51,45,54,32,59,13,12,11,15,8,
GK,55,63,24,,,,,,,55,56,57,58,54,20
"CB, CDM",55,67,19,62,35,46,55,54,57,14,14,8,7,5,
LM,55,72,18,70,47,47,60,41,44,12,7,7,9,7,
ST,55,68,20,70,53,36,52,20,59,8,8,8,15,6,
"LM, LB",55,64,22,56,46,52,53,47,47,13,13,12,13,13,
"CM, CDM, LM",55,65,20,77,34,51,56,47,68,8,12,6,12,8,
LM,55,60,24,74,46,49,56,23,48,15,8,14,7,14,
RB,55,66,22,67,39,47,51,49,51,15,14,8,6,13,
CB,55,73,19,51,32,36,38,56,60,10,9,5,12,10,
"RM, LM, ST",55,55,28,79,53,45,56,28,66,13,13,8,8,12,
"CDM, CAM",55,64,22,63,43,50,60,51,59,9,8,11,12,6,
CM,55,68,19,68,51,54,56,53,68,9,7,6,7,14,
ST,55,71,20,58,52,43,56,19,53,10,9,11,14,6,
CM,55,69,20,64,52,52,59,51,49,12,10,11,15,6,
CM,55,75,19,52,40,54,56,48,53,10,11,13,8,14,
LW,55,69,19,75,53,45,59,23,49,5,9,13,7,12,
GK,55,63,24,,,,,,,56,54,49,54,55,42
GK,55,72,18,,,,,,,57,56,48,55,52,28
GK,55,65,20,,,,,,,57,59,59,48,57,22
"CDM, CM",55,72,20,71,48,55,55,49,57,6,8,6,5,6,
GK,55,59,27,,,,,,,57,58,55,56,55,28
CM,55,73,19,64,46,50,56,47,58,10,11,15,13,6,
CB,55,69,19,55,27,41,45,53,64,8,6,8,7,7,
GK,55,65,20,,,,,,,60,54,49,44,61,23
"CM, RM",55,64,21,65,44,56,58,46,53,9,5,10,14,8,
GK,55,63,22,,,,,,,59,55,57,53,54,28
"CM, CDM",55,61,20,63,50,56,56,52,64,12,12,9,9,7,
"ST, CF",55,73,19,68,55,44,68,20,37,13,7,14,11,13,
"CF, LM",55,55,29,63,56,44,54,24,64,13,15,5,7,6,
RB,55,63,23,66,35,38,51,53,48,12,9,13,10,13,
GK,55,67,21,,,,,,,55,53,57,55,55,26
CM,55,63,23,65,44,56,57,42,64,14,7,8,5,7,
"CF, ST",55,74,16,72,52,47,58,21,45,7,13,9,6,6,
CM,55,70,19,69,46,50,55,48,55,13,13,10,13,12,
ST,55,71,19,77,53,34,50,18,60,11,14,12,11,15,
LW,55,74,18,75,48,46,60,32,46,9,15,8,14,14,
GK,55,65,20,,,,,,,57,56,52,50,54,27
RB,55,72,18,73,24,37,57,49,49,12,12,13,9,8,
GK,55,72,18,,,,,,,55,54,51,53,55,21
CB,55,68,20,56,24,36,34,57,55,10,12,13,10,8,
CM,55,73,18,67,49,53,56,48,48,7,8,5,15,10,
CB,55,69,19,63,26,32,42,54,66,5,8,10,11,9,
ST,55,70,19,65,54,40,52,19,60,13,6,6,15,6,
"RM, LM",55,66,21,56,42,55,53,45,58,15,11,13,9,12,
ST,55,71,18,74,51,42,55,23,52,15,14,9,9,6,
ST,55,65,18,70,54,38,49,18,54,13,9,8,12,10,
"ST, RM, LM",55,66,20,58,55,44,58,21,54,5,10,13,8,7,
GK,55,72,20,,,,,,,59,55,46,49,59,17
"RM, ST",55,75,16,66,47,50,57,35,48,15,10,15,10,14,
"RB, CM",55,65,20,62,30,49,51,51,57,14,13,9,11,13,
"CB, RB",55,71,20,81,50,42,55,53,61,12,9,13,14,8,
ST,55,71,17,62,53,33,50,28,57,14,6,9,12,15,
"RM, RW",55,63,22,64,45,51,57,25,48,15,14,10,6,7,
CB,55,68,19,56,22,34,39,54,63,11,9,10,13,13,
CB,55,74,18,62,29,34,37,55,65,7,6,8,12,15,
CM,55,74,17,68,46,55,58,45,54,9,11,7,7,15,
"CAM, CM",55,73,19,73,50,52,56,33,47,9,9,15,6,13,
GK,55,63,22,,,,,,,56,56,55,54,54,24
"LW, LWB, RB",55,68,19,83,49,47,56,46,66,10,10,9,12,7,
"ST, LM, RM",55,70,19,81,51,46,57,24,50,14,11,13,10,7,
CB,55,70,18,61,23,29,40,57,59,15,11,8,14,7,
LB,55,63,23,71,35,46,49,51,49,14,5,8,9,14,
GK,55,59,26,,,,,,,54,56,58,54,56,28
CM,55,69,19,62,42,56,54,49,72,12,12,15,8,6,
"RM, LM, ST",55,72,20,78,47,46,57,23,60,7,11,9,12,9,
GK,55,73,18,,,,,,,53,55,53,56,59,30
LM,55,70,19,71,43,51,56,38,49,7,7,11,14,12,
GK,55,74,18,,,,,,,58,49,57,55,56,25
RB,55,70,19,65,25,38,53,45,53,7,10,5,12,8,
"CF, CAM",55,68,20,73,53,42,56,18,62,11,10,6,12,10,
"CB, LWB",55,69,19,66,31,42,52,53,63,14,14,10,11,13,
ST,55,72,19,68,53,50,55,30,48,9,15,11,6,13,
CB,55,65,21,59,26,37,39,55,62,14,14,13,5,13,
RW,55,69,19,72,41,48,56,29,45,10,5,14,11,8,
RW,55,70,19,76,50,47,58,20,42,11,5,7,13,6,
"RWB, RB, CB",55,70,19,78,30,41,56,47,48,11,12,10,7,5,
"CAM, CM, ST",55,73,17,76,46,49,55,34,40,6,15,10,12,9,
ST,55,74,18,79,55,51,58,21,46,10,13,5,11,12,
CDM,55,70,18,64,38,49,55,51,56,6,7,9,8,15,
"RW, ST",55,55,32,67,55,51,55,26,68,13,7,9,7,9,
CM,55,74,17,71,49,53,57,49,53,6,13,7,11,7,
"ST, RM",55,75,17,79,54,42,59,19,58,9,12,10,10,6,
GK,55,65,20,,,,,,,55,54,55,52,54,30
CM,55,70,19,69,44,52,58,50,61,9,12,15,15,13,
GK,55,70,19,,,,,,,57,54,57,51,60,24
CB,55,72,20,57,33,40,46,54,63,6,13,14,14,7,
GK,55,70,20,,,,,,,59,51,51,58,50,23
"CM, RM",55,61,23,68,43,58,61,43,52,10,14,13,10,13,
CB,55,66,21,49,24,35,38,55,62,12,9,12,9,8,
"CAM, RM",55,57,26,69,42,56,60,31,50,12,12,6,5,12,
LB,55,62,24,71,25,48,50,48,55,7,7,14,9,13,
"LWB, LB",55,74,18,70,34,43,52,53,58,10,8,10,11,6,
CAM,55,58,26,64,41,57,56,41,55,5,11,7,11,8,
CB,55,77,17,63,28,36,39,56,54,8,9,8,11,6,
"CM, CDM, CAM",55,66,20,77,42,49,59,51,57,13,7,6,6,10,
CB,55,65,20,57,25,37,40,55,59,14,7,8,15,12,
LW,55,56,26,70,43,51,58,45,51,8,12,10,15,6,
LB,55,72,17,71,31,43,53,51,56,9,10,7,10,9,
GK,55,73,19,,,,,,,54,58,57,44,60,33
CAM,55,74,17,62,44,57,58,33,38,7,7,6,13,14,
ST,55,64,22,63,57,43,53,19,54,14,15,15,11,7,
CF,55,72,18,70,47,52,64,37,50,5,7,15,14,5,
LM,55,64,20,68,48,51,52,25,50,9,6,6,10,14,
CB,55,55,29,59,33,42,53,55,60,16,16,18,15,13,
RB,55,66,20,72,28,40,51,50,60,7,12,6,10,8,
"CDM, CB",55,72,17,65,38,49,55,54,61,6,6,9,10,13,
GK,55,70,17,,,,,,,58,58,45,52,53,20
CB,55,58,25,53,25,30,33,55,70,7,9,10,11,7,
CAM,55,70,20,62,49,53,57,29,49,8,14,9,12,5,
ST,55,63,23,67,54,47,60,17,56,14,10,6,10,8,
"CM, CDM",55,70,18,68,40,54,57,46,51,11,13,14,7,12,
ST,55,69,19,57,55,46,47,31,67,11,9,5,8,10,
RB,55,63,20,66,42,43,47,49,64,15,9,7,14,7,
"RW, LW, CAM",55,65,20,73,52,48,56,37,62,5,13,12,12,13,
"LWB, LB",55,67,19,72,37,44,49,49,57,8,8,9,11,8,
CM,55,73,17,63,47,55,57,47,57,11,14,14,12,7,
"CDM, CM",55,72,18,59,45,54,58,48,58,12,8,5,15,8,
LB,55,73,17,78,30,42,52,49,56,14,7,14,13,7,
LB,55,72,19,63,36,51,49,52,56,12,6,13,9,14,
CM,55,70,19,60,45,57,54,43,52,13,10,10,8,7,
LB,55,66,20,62,31,44,46,52,52,15,14,11,6,14,
"ST, LM",55,59,21,74,51,47,52,25,63,11,9,12,13,7,
CB,55,55,29,52,26,31,29,53,67,10,13,13,6,15,
"LM, RM",55,63,23,68,45,52,56,32,50,14,6,14,12,7,
"ST, LW",55,76,18,72,53,42,59,21,45,8,14,6,9,11,
"LB, LM",55,69,20,92,43,36,55,48,58,11,11,12,11,11,
"CAM, RW",55,73,17,76,46,50,62,27,36,7,15,9,6,7,
"CAM, RM",55,75,18,65,46,53,60,30,50,8,8,10,13,6,
GK,55,67,19,,,,,,,55,60,51,52,53,26
"CDM, CM",55,68,20,67,44,51,52,53,57,7,6,14,12,14,
RM,55,58,24,63,46,51,52,23,60,11,14,8,8,6,
LM,55,58,25,75,55,47,55,26,37,10,7,9,8,9,
GK,55,65,22,,,,,,,51,53,57,52,59,28
CB,55,70,19,58,20,33,34,54,65,13,5,14,13,8,
GK,55,67,20,,,,,,,51,55,53,55,56,26
CDM,55,63,22,64,34,51,54,49,55,7,5,12,14,14,
CDM,55,68,20,66,36,47,49,50,60,14,12,7,6,5,
"CDM, CM",55,65,21,59,33,50,54,50,57,9,8,15,8,8,
"RM, CAM",55,65,20,64,49,51,56,38,46,11,7,6,5,7,
GK,55,70,18,,,,,,,54,53,52,52,58,23
CM,55,74,19,59,47,54,57,46,51,12,13,12,9,12,
CDM,55,67,19,64,47,53,58,50,54,12,6,15,14,7,
CB,55,65,22,64,24,36,37,54,61,7,10,9,14,10,
CB,55,62,23,49,24,28,31,53,69,13,11,14,13,12,
ST,55,63,22,54,58,38,55,20,46,10,12,11,6,12,
GK,55,63,23,,,,,,,55,57,54,52,53,22
"CM, CDM",55,68,19,68,43,54,54,50,60,13,10,7,9,14,
CM,55,72,18,59,42,53,57,47,55,6,11,7,8,11,
LWB,55,72,18,67,45,51,56,49,52,15,6,12,6,7,
CAM,55,66,20,65,51,47,58,32,50,15,7,5,6,5,
CM,55,70,19,62,43,51,56,54,61,8,13,6,14,10,
GK,55,72,18,,,,,,,54,55,59,52,55,27
CM,55,68,20,71,47,54,59,48,68,14,8,9,6,13,
ST,55,67,19,73,54,41,55,18,60,11,10,6,6,10,
RW,55,73,19,77,48,47,60,24,36,14,13,14,6,15,
RW,55,65,20,72,49,55,54,29,60,8,7,12,6,10,
LM,55,68,18,77,43,44,54,30,47,8,6,5,7,11,
ST,55,65,18,66,51,48,55,20,62,12,8,10,9,6,
ST,55,67,18,69,49,44,58,20,63,7,12,11,12,12,
GK,55,67,20,,,,,,,57,51,54,50,58,32
ST,55,71,19,73,53,43,59,18,53,14,6,11,7,13,
ST,55,68,18,77,52,40,59,22,49,13,10,15,5,6,
"LW, CAM",55,73,18,81,53,46,57,22,62,14,9,7,5,7,
CB,55,72,18,55,20,32,35,55,60,6,7,14,7,8,
"RB, RWB",55,69,19,79,35,41,55,47,58,6,9,13,14,9,
CB,55,64,21,57,32,32,39,58,52,14,15,15,13,11,
GK,55,67,19,,,,,,,54,58,56,53,52,28
GK,55,76,17,,,,,,,60,53,50,48,52,22
LB,55,66,19,73,26,33,51,50,56,6,13,14,10,7,
"CDM, CM, RM",55,69,19,64,39,54,58,49,53,11,12,15,15,12,
"ST, CAM",55,72,18,72,55,41,56,19,40,10,6,15,13,10,
"RW, LW",55,58,25,73,44,52,60,22,50,8,14,6,10,7,
RB,55,60,25,64,30,38,48,54,63,9,10,9,12,12,
CB,55,77,18,66,26,42,38,54,64,15,9,15,13,6,
CM,55,66,18,65,44,54,58,42,56,9,8,14,13,14,
CB,55,70,19,64,28,38,34,54,67,7,10,12,8,14,
RB,55,71,19,71,31,43,48,49,59,8,8,9,13,9,
"CDM, CM",55,64,22,63,41,47,53,50,72,5,11,14,13,8,
GK,55,69,20,,,,,,,51,59,53,54,59,25
CM,55,68,19,68,43,53,55,53,63,14,5,10,6,10,
"CM, CAM",55,65,20,76,46,54,57,46,50,5,14,8,7,11,
CB,55,74,18,58,29,33,37,56,59,15,11,6,8,14,
"ST, LM",55,65,20,73,54,39,58,19,51,14,8,6,9,10,
"CDM, CM, CAM",55,64,21,61,49,51,54,52,58,6,6,12,15,13,
CM,55,64,20,68,49,59,62,43,42,12,14,13,11,10,
"CM, CDM, CAM",55,71,18,71,43,50,60,50,50,13,8,6,13,10,
"ST, RM",55,69,21,71,53,45,57,24,50,13,5,13,12,10,
CB,55,63,21,59,28,42,36,57,55,5,7,11,9,14,
CM,55,67,18,63,38,51,55,58,60,9,7,11,14,8,
CM,55,72,17,63,50,50,57,46,49,12,11,7,9,6,
"CDM, CM",55,69,18,62,35,48,52,52,53,7,11,15,7,10,
CM,55,69,18,58,37,53,56,44,51,8,10,7,9,9,
"CAM, ST",55,69,19,66,44,54,63,32,52,11,5,14,6,14,
LB,55,66,20,66,35,43,52,51,49,7,8,14,11,11,
CB,55,72,18,60,24,36,37,54,66,14,5,10,13,15,
ST,55,65,21,67,54,40,55,21,51,15,7,11,7,10,
CB,55,73,17,55,25,31,39,58,56,7,15,13,11,11,
CB,55,65,20,56,28,30,35,59,57,8,12,9,14,9,
CB,55,68,20,52,31,35,34,55,64,13,7,11,11,9,
"ST, RW",55,63,22,57,54,41,45,24,70,11,12,6,9,10,
"CAM, RM",55,67,17,69,47,51,60,34,51,12,9,13,10,15,
CB,55,72,17,66,25,35,43,55,57,12,13,8,10,12,
ST,55,76,17,63,53,41,50,23,58,13,14,10,14,15,
ST,55,67,19,62,56,40,54,22,61,13,10,9,7,13,
CM,55,65,19,63,46,56,60,45,61,5,11,7,14,13,
CB,55,67,19,72,39,43,44,54,63,13,15,14,9,13,
"LW, RW, CF",55,73,18,75,49,51,60,29,44,14,13,10,7,11,
GK,55,75,17,,,,,,,56,55,54,53,59,32
CDM,55,68,21,58,34,48,53,53,57,15,11,6,10,13,
GK,55,66,21,,,,,,,56,52,56,56,59,42
GK,55,75,17,,,,,,,54,58,59,54,55,32
ST,55,67,20,57,53,39,52,25,68,9,12,11,9,14,
CB,55,64,23,60,21,29,33,54,68,14,8,7,12,7,
"LWB, LM, LB",55,63,23,62,33,40,50,53,55,8,9,14,9,10,
CB,55,65,21,60,27,39,38,54,66,8,8,8,11,14,
RW,55,70,18,64,55,54,58,30,49,15,15,6,6,6,
GK,55,71,18,,,,,,,50,52,68,63,54,32
CM,55,70,18,63,42,53,53,51,60,9,14,7,12,9,
GK,55,71,19,,,,,,,59,54,56,53,56,29
CB,55,64,22,55,25,29,31,57,64,6,10,13,13,11,
CB,55,66,21,62,24,41,49,54,57,9,11,11,14,12,
LB,55,69,18,64,26,44,50,53,52,14,6,8,5,12,
GK,55,71,17,,,,,,,54,58,56,58,51,29
LB,55,69,18,69,28,43,48,49,58,15,10,11,10,11,
CB,55,71,17,63,25,31,49,56,54,14,6,14,14,14,
CM,55,71,18,66,48,61,60,43,47,7,8,6,11,13,
LB,55,76,17,79,27,42,54,50,56,12,5,15,8,10,
ST,55,77,17,62,56,44,51,23,54,15,6,13,8,7,
CB,55,62,23,60,25,28,31,55,68,8,5,15,15,12,
"RM, ST",55,71,18,83,53,46,55,19,43,9,7,13,13,14,
RB,55,72,18,73,29,45,53,46,53,14,15,12,10,7,
LB,55,69,19,73,29,49,59,45,55,12,8,9,7,11,
"CDM, CAM",55,66,19,64,45,52,59,51,55,15,15,13,13,15,
"LB, RB",55,60,24,69,36,40,46,51,70,13,5,15,14,5,
CM,55,66,19,64,52,50,54,48,51,8,7,12,12,5,
"CM, CDM",54,54,28,60,52,53,52,52,60,9,13,8,10,7,
"CB, RB",54,54,30,65,25,34,45,52,64,13,6,13,9,13,
CB,54,55,24,63,44,42,46,52,65,11,14,15,13,14,
CM,54,54,30,40,54,53,52,40,58,11,6,14,10,7,
"CM, CDM",54,54,36,63,42,55,56,52,51,9,11,10,7,9,
"CM, CDM",54,54,31,55,43,49,57,56,68,8,7,11,11,12,
"CM, CDM",54,57,26,59,42,56,45,52,63,7,10,9,13,11,
CB,54,54,29,52,21,25,32,54,72,10,14,9,14,7,
"LM, ST",54,57,24,72,50,44,55,29,56,11,11,14,11,11,
LB,54,54,30,64,25,45,48,47,65,7,13,9,9,14,
"CDM, CM, RB",54,61,24,63,47,54,53,50,61,15,13,9,15,7,
CDM,54,54,30,52,38,45,50,54,73,11,15,12,6,10,
"CDM, CM",54,55,27,56,41,46,48,50,79,14,12,15,13,9,
RB,54,61,23,67,43,48,50,49,54,8,8,7,10,6,
ST,54,61,23,64,53,40,52,26,59,12,5,6,6,13,
GK,54,65,22,,,,,,,55,49,54,52,56,30
GK,54,62,24,,,,,,,52,56,51,48,57,34
ST,54,63,22,59,53,38,50,18,55,9,8,11,11,14,
GK,54,67,21,,,,,,,57,57,54,55,54,21
"CM, CDM",54,65,22,60,40,51,57,51,57,13,6,9,9,14,
GK,54,63,21,,,,,,,54,56,51,48,57,21
GK,54,59,26,,,,,,,54,55,47,51,53,27
GK,54,66,21,,,,,,,51,53,50,52,56,28
RB,54,63,23,60,26,34,50,55,58,5,13,12,13,14,
"CM, CDM, LB",54,54,29,53,51,49,51,54,68,9,12,12,12,11,
GK,54,63,23,,,,,,,54,52,51,52,55,29
"LB, LWB",54,57,26,64,25,31,50,51,61,11,11,5,12,6,
GK,54,62,21,,,,,,,55,51,53,55,54,28
GK,54,56,24,,,,,,,54,52,57,53,56,36
ST,54,64,22,75,54,36,51,23,57,8,14,8,10,9,
"LW, LM",54,57,25,70,50,49,54,49,60,5,8,14,11,8,
"ST, LM",54,65,21,66,52,39,53,21,55,12,7,13,6,9,
ST,54,60,23,56,53,37,50,24,60,11,9,11,10,12,
"CB, RB",54,73,19,63,26,33,37,54,63,9,8,9,7,10,
ST,54,65,22,61,53,38,52,20,60,13,6,6,10,7,
GK,54,66,21,,,,,,,55,56,57,56,55,32
GK,54,67,21,,,,,,,59,55,45,47,58,22
GK,54,66,21,,,,,,,53,54,51,53,54,30
GK,54,64,23,,,,,,,56,53,49,53,54,36
GK,54,58,26,,,,,,,50,57,56,52,57,26
"CM, CAM",54,68,21,67,49,55,55,42,56,14,7,12,9,13,
RB,54,72,19,65,30,35,54,50,57,13,6,11,10,13,
GK,54,63,23,,,,,,,51,54,56,52,56,19
GK,54,70,20,,,,,,,56,53,56,49,58,19
GK,54,67,20,,,,,,,57,54,51,51,57,26
RW,54,57,25,72,44,49,58,23,36,13,5,15,11,14,
GK,54,64,22,,,,,,,55,57,51,51,57,30
"CB, LB",54,61,23,56,24,38,42,52,67,10,11,14,7,11,
GK,54,68,20,,,,,,,59,52,48,51,52,25
LW,54,66,21,65,51,50,54,23,53,9,6,10,7,14,
LB,54,68,19,70,30,44,54,49,50,6,9,15,10,7,
CB,54,54,29,61,26,32,37,51,71,10,13,6,5,14,
"RB, CDM",54,54,29,68,36,42,49,51,64,13,13,10,8,6,
GK,54,63,19,,,,,,,56,54,53,55,54,25
CB,54,63,22,58,25,36,37,54,60,14,6,10,6,9,
LM,54,57,24,71,43,52,51,33,52,11,9,10,13,7,
"RB, RM",54,61,21,67,45,47,53,50,61,7,10,12,14,8,
GK,54,54,31,,,,,,,54,53,52,52,53,29
CB,54,55,28,59,26,35,40,53,63,7,8,13,12,12,
GK,54,60,25,,,,,,,55,48,52,51,57,34
"RB, CB",54,59,25,71,26,42,45,50,64,10,9,11,6,6,
"LM, CM",54,61,23,65,40,52,56,48,60,8,8,10,9,15,
"LM, CAM",54,65,21,69,45,50,55,35,41,13,12,15,11,6,
"RWB, RB",54,72,19,73,28,39,49,51,54,6,7,12,14,14,
LB,54,73,19,62,29,44,50,52,51,12,8,9,10,14,
"RB, RM",54,62,23,78,49,51,55,43,49,6,9,13,9,14,
CM,54,73,18,70,48,54,58,51,47,10,13,10,7,9,
LB,54,62,22,77,26,35,53,50,50,11,6,9,13,12,
"CM, CDM",54,67,20,70,42,53,60,47,58,15,7,6,13,7,
GK,54,67,20,,,,,,,57,54,55,52,58,22
CB,54,71,19,62,30,35,40,54,58,10,5,9,6,11,
"CB, LWB",54,74,19,61,41,49,50,52,59,14,5,15,12,6,
GK,54,58,22,,,,,,,56,53,52,55,56,34
GK,54,68,19,,,,,,,58,50,51,47,59,39
ST,54,63,22,64,53,37,49,18,60,9,6,11,13,12,
CB,54,63,21,58,23,36,35,53,60,9,14,10,12,6,
"LW, RW",54,72,19,71,51,45,59,24,40,7,12,10,7,13,
"LB, CB, RB",54,64,20,66,37,41,43,52,68,6,14,13,12,9,
CB,54,69,20,63,27,35,30,56,59,10,11,13,10,15,
GK,54,67,20,,,,,,,57,55,53,52,56,20
LM,54,73,18,72,49,45,55,27,45,9,6,12,13,6,
"CDM, CB",54,62,19,55,29,44,49,53,62,13,7,10,9,8,
CM,54,69,19,68,46,52,53,49,62,14,14,6,12,15,
"LB, CB",54,72,19,60,25,38,44,52,64,6,14,14,13,12,
"CM, CAM",54,72,19,69,44,57,52,38,50,14,14,14,12,9,
RM,54,65,20,76,48,49,57,44,40,14,15,11,13,12,
CB,54,69,20,61,35,36,37,54,62,11,14,11,12,12,
"CM, CAM",54,68,19,68,40,52,58,43,46,14,6,13,5,8,
CM,54,74,19,61,51,54,58,46,41,14,12,6,6,13,
"RM, ST",54,64,21,76,51,46,54,24,59,13,11,6,12,14,
"CB, CDM",54,63,23,61,25,32,35,53,69,12,12,9,14,7,
"ST, RW",54,61,24,79,54,43,50,19,54,13,11,5,11,8,
"RB, RM",54,63,21,66,26,36,54,49,48,12,6,5,9,10,
"LB, LWB, CB",54,70,19,73,26,37,50,51,66,10,9,8,6,10,
CAM,54,79,16,65,50,49,58,32,40,12,12,10,10,6,
GK,54,63,23,,,,,,,56,48,60,50,57,17
GK,54,64,22,,,,,,,52,54,57,54,56,25
GK,54,64,22,,,,,,,57,51,53,49,59,26
ST,54,60,24,55,57,43,44,19,61,7,7,14,9,7,
CB,54,65,22,56,35,44,41,53,64,10,14,5,6,14,
RB,54,68,21,60,47,44,52,49,54,6,12,9,10,11,
CB,54,64,20,58,26,33,39,55,59,7,9,9,9,12,
ST,54,68,20,60,53,41,55,21,48,7,11,7,12,13,
"CM, LM",54,72,19,65,45,53,54,48,54,10,12,7,12,12,
ST,54,74,18,77,53,45,61,18,41,12,15,8,13,5,
GK,54,74,18,,,,,,,56,52,51,54,59,25
RM,54,74,18,73,50,48,58,26,38,13,8,12,12,9,
"ST, RW",54,67,19,72,56,43,58,21,48,7,11,10,7,10,
"CDM, LB, CB",54,71,19,67,51,51,53,54,62,12,8,12,6,14,
ST,54,73,19,63,52,40,55,21,53,14,7,7,13,7,
"CDM, CM",54,68,21,60,49,49,47,56,52,8,12,9,14,6,
CB,54,67,19,57,27,37,41,53,61,8,6,11,11,10,
CM,54,61,20,62,44,54,58,40,56,12,14,14,9,14,
CM,54,68,21,69,45,53,60,45,44,11,5,14,10,12,
CDM,54,72,19,61,33,48,51,50,49,13,12,15,7,13,
"CDM, CM",54,70,18,61,35,47,51,50,64,13,13,9,12,9,
CB,54,71,19,67,42,51,55,53,59,6,11,10,8,7,
CM,54,70,19,68,50,54,55,44,54,13,13,5,7,6,
"RM, RW",54,68,18,71,43,46,60,27,39,13,11,11,6,14,
"RM, RW",54,69,21,70,50,48,55,26,38,13,10,10,9,14,
GK,54,74,17,,,,,,,57,50,52,44,61,34
"RM, LWB",54,66,19,72,42,46,61,32,52,13,13,9,11,9,
CM,54,65,20,68,47,54,60,38,52,14,5,12,11,7,
CAM,54,68,19,68,46,46,61,32,42,9,6,12,5,15,
LM,54,68,21,68,39,55,57,28,38,14,5,6,7,12,
GK,54,61,23,,,,,,,56,55,54,50,56,21
LB,54,72,18,66,27,45,52,50,47,14,11,5,6,13,
"LW, CAM",54,76,17,68,46,50,58,26,45,10,8,8,8,9,
LB,54,55,27,66,32,43,50,50,59,7,13,11,6,7,
CM,54,69,18,63,42,49,55,52,58,15,8,13,12,8,
ST,54,68,20,51,55,35,49,20,66,12,6,14,8,5,
CM,54,72,19,67,43,53,58,45,63,9,13,9,10,7,
"CM, CAM, CDM",54,71,19,67,40,53,55,49,55,6,14,10,11,12,
GK,54,66,21,,,,,,,55,52,49,57,56,22
"RB, CB",54,68,19,69,29,39,49,51,61,14,6,6,12,9,
CB,54,68,18,56,27,34,39,53,62,9,11,8,7,14,
LB,54,61,24,72,32,41,49,48,59,10,8,9,8,13,
"CDM, CM",54,64,20,67,32,46,47,52,65,11,7,9,9,13,
"LM, LW",54,64,21,74,47,49,55,31,55,7,14,13,10,9,
ST,54,69,19,65,54,46,53,23,53,15,10,14,7,9,
"CM, CDM",54,69,18,71,51,54,57,47,50,11,9,6,10,15,
ST,54,68,19,67,55,43,52,19,63,13,7,14,9,13,
"ST, LM",54,70,19,67,54,45,56,20,53,10,12,8,10,9,
ST,54,72,18,70,51,43,55,29,56,12,8,8,13,15,
CM,54,65,20,63,47,52,56,48,59,7,8,13,14,15,
"RW, CM",54,73,18,72,48,46,57,27,50,14,7,12,10,6,
"ST, CF, LW",54,74,17,71,51,40,57,21,61,6,13,7,13,12,
CAM,54,67,20,72,44,52,59,30,55,12,14,5,15,12,
ST,54,65,21,58,53,38,47,22,64,13,15,14,15,9,
GK,54,68,19,,,,,,,54,55,54,51,59,18
"CM, CDM, CAM",54,71,20,70,45,53,56,48,53,9,11,8,7,8,
GK,54,64,21,,,,,,,52,49,54,50,59,25
GK,54,68,18,,,,,,,59,53,56,46,58,26
RB,54,71,19,67,27,40,51,51,56,14,13,13,6,9,
"LW, LM",54,68,17,66,49,53,55,35,49,7,14,9,12,12,
RW,54,62,18,70,55,48,56,27,39,11,14,7,11,6,
CB,54,69,17,63,27,35,46,55,52,12,14,15,10,12,
"RW, LW, RM",54,74,19,70,47,47,58,35,46,6,11,6,12,14,
CB,54,58,26,59,40,48,50,51,69,7,7,9,10,14,
CM,54,66,20,68,45,48,61,47,48,6,15,10,7,11,
CM,54,66,20,64,48,50,53,48,55,13,13,13,9,10,
GK,54,74,19,,,,,,,57,59,58,49,59,29
ST,54,62,21,63,51,44,56,21,53,10,12,13,13,7,
CB,54,71,19,67,25,29,31,57,60,15,6,8,8,12,
